entrez_id,gene_symbol,chromosome,start,end
6262,RYR2,1,237042184,237833988
1131,CHRM3,1,239386513,239915452
159,ADSS,1,244407274,244452102
7173,TPO,2,1373933,1543711
6241,RRM2,2,10120698,10213114
4953,ODC1,2,10435417,10450116
3754,KCNF1,2,10911096,10914225
9475,ROCK2,2,11179759,11348330
23620,NTSR2,2,11658161,11670346
3790,KCNS3,2,17877847,18361616
57665,RDH14,2,18554543,18560697
5443,POMC,2,25160361,25168952
1788,DNMT3A,2,25227855,25342590
3777,KCNK3,2,26692713,26733420
8884,SLC5A6,2,27199587,27212958
790,CAD,2,27217345,27245683
238,ALK,2,29190995,29921586
7498,XDH,2,31334320,31414756
6716,SRD5A2,2,31522480,31580943
1545,CYP1B1,2,38066973,38109902
6546,SLC8A1,2,40097270,40611053
170850,KCNG3,2,42442017,42494916
6519,SLC3A1,2,44275458,44322674
5581,PRKCE,2,45651096,46187990
56660,KCNK12,2,47509290,47570993
3973,LHCGR,2,48686774,48755731
2492,FSHR,2,48962157,49154527
6509,SLC1A4,2,64988477,65023865
56655,POLE4,2,74958636,75147205
6869,TACR1,2,75046463,75199526
8802,SUCLG1,2,84423526,84460045
54884,RETSAT,2,85341948,85354655
2677,GGCX,2,85544720,85561838
151,ADRA2B,2,96112876,96116571
1329,COX5B,2,97646034,97648383
3553,IL1B,2,112829750,112864235
1622,DBI,2,119366872,119372560
5775,PTPN4,2,119759604,119986928
10746,MAP3K2,2,127298668,127388465
5624,PROC,2,127415933,127429762
112714,TUBA3E,2,130191743,130198461
113457,TUBA3D,2,131476118,131482935
3938,LCT,2,135787850,135837184
1615,DARS,2,135904936,135986100
7852,CXCR4,2,136114349,136119177
3176,HNMT,2,137963988,138016818
8942,KYNU,2,142811826,143055833
785,CACNB4,2,151832771,152099182
1803,DPP4,2,161992243,162074639
90134,KCNH7,2,162365721,162838791
6328,SCN3A,2,165087516,165204093
6326,SCN2A,2,165194993,165392310
6323,SCN1A,2,165984641,166182806
6335,SCN9A,2,166195185,166376001
6332,SCN7A,2,166403472,166611482
8647,ABCB11,2,168915498,169031332
9360,PPIG,2,169584337,169642124
2571,GAD1,2,170813213,170861151
8604,SLC25A12,2,171781168,171999859
1134,CHRNA1,2,174747592,174787935
1386,ATF2,2,175072250,175168382
50940,PDE11A,2,177623244,178108339
5136,PDE1A,2,182139968,182523359
26275,HIBCH,2,190189735,190344193
2744,GLS,2,190880322,190965552
9262,STK17B,2,196133559,196176503
316,AOX1,2,200585864,200677064
1385,CREB1,2,207529697,207605988
4133,MAP2,2,209423988,209734235
1373,CPS1,2,210477641,210679109
2066,ERBB4,2,211375717,212539266
471,ATIC,2,215311956,215352251
3579,CXCR2,2,218125269,218137251
3577,CXCR1,2,218162841,218166969
151306,GPBAR1,2,218259496,218263861
53632,PRKAG3,2,218819050,218832086
7277,TUBA4A,2,219249710,219277902
23549,DNPEP,2,219360090,219400022
2043,EPHA4,2,221418027,221574202
2181,ACSL3,2,222860942,222944639
80704,SLC19A3,2,227683763,227718088
9290,GPR55,2,230907318,230961066
5707,PSMD1,2,231056845,231173116
3357,HTR2B,2,231108230,231125103
5147,PDE6D,2,231732354,231786272
251,ALPPL2,2,232406837,232410714
1144,CHRND,2,232525993,232536667
1146,CHRNG,2,232539692,232548115
3769,KCNJ13,2,232765802,232776566
4759,NEU2,2,233023032,233042480
54600,UGT1A9,2,233671734,233773310
54578,UGT1A6,2,233691607,233773300
54658,UGT1A1,2,233760262,233773313
79054,TRPM8,2,233917373,234019522
57007,ACKR3,2,236567692,236582358
9759,HDAC4,2,239048168,239401661
2859,GPR35,2,240605404,240633159
189,AGXT,2,240868543,240881531
3708,ITPR1,3,4493345,4847518
2917,GRM7,3,6770001,7741567
5021,OXTR,3,8750381,8769628
6529,SLC6A1,3,10992177,11039247
3269,HRH1,3,11137093,11263731
5468,PPARG,3,12287368,12455622
5894,RAF1,3,12582101,12664201
79885,HDAC11,3,13479724,13506424
7182,NR2C2,3,14947324,15053600
131096,KCNH8,3,19148102,19535642
8850,KAT2B,3,20040055,20154405
7068,THRB,3,24117153,24495756
5915,RARB,3,24687887,25597932
7155,TOP2B,3,25597978,25664973
1233,CCR4,3,32951644,32957120
6331,SCN5A,3,38548057,38649743
6336,SCN10A,3,38696802,38816286
11280,SCN11A,3,38845758,39052157
1499,CTNNB1,3,41194741,41260096
729230,CCR2,3,46353864,46360940
1234,CCR5,3,46370939,46377528
4057,LTF,3,46434347,46485234
4134,MAP4,3,47850678,48089299
3615,IMPDH2,3,49024315,49029452
9254,CACNA2D2,3,50362613,50504244
2912,GRM2,3,51707057,51718616
95,ACY1,3,51983047,51989457
54106,TLR9,3,52221080,52225651
7134,TNNC1,3,52451082,52454071
11188,NISCH,3,52455118,52493081
5580,PRKCD,3,53156009,53192717
776,CACNA1D,3,53328963,53813733
55799,CACNA2D3,3,54122127,55074557
8801,SUCLG2,3,67240707,67654630
3355,HTR1F,3,87792548,87993839
2042,EPHA3,3,89107522,89482437
5627,PROS1,3,93873038,93980003
285220,EPHA6,3,96813355,97761532
523,ATP6V1A,3,113746296,113812251
1814,DRD3,3,114127580,114199407
8856,NR1I2,3,119780484,119818718
6565,SLC15A2,3,121894355,121944188
846,CASR,3,122183665,122291629
111,ADCY5,3,123282296,123449795
2815,GP9,3,129060774,129062435
6010,RHO,3,129528637,129535344
27032,ATP2C1,3,130850504,131016759
79858,NEK11,3,131026845,131353043
2047,EPHB1,3,134795252,135260467
5096,PCCB,3,136250314,136351450
5291,PIK3CB,3,138652336,138834964
5947,RBP1,3,139517434,139540396
483,ATP1B3,3,141876111,141927499
185,AGTR1,3,148697784,148743045
53829,P2RY13,3,151326312,151329555
64805,P2RY12,3,151336843,151384765
56670,SUCNR1,3,151873635,151884619
5028,P2RY1,3,152835131,152841439
4311,MME,3,155024124,155183813
8833,GMPS,3,155870467,155944020
5918,RARRES1,3,158689042,158732802
6476,SI,3,164978898,165078496
590,BCHE,3,165772900,165837462
5584,PRKCI,3,170222124,170322329
10242,KCNMB2,3,178272932,178847008
5290,PIK3CA,3,179148114,179240093
27094,KCNMB3,3,179236690,179267002
56922,MCCC1,3,183015218,183116075
200909,HTR3D,3,184031544,184039369
170572,HTR3C,3,184053047,184060673
285242,HTR3E,3,184097064,184106995
5708,PSMD2,3,184299157,184309054
1181,CLCN2,3,184346185,184363274
2049,EPHB3,3,184561751,184582408
6750,SST,3,187668856,187670401
55214,P3H2,3,189956728,190122437
10188,TNK2,3,195863364,195911945
5158,PDE6B,4,625559,670782
2261,FGFR3,4,1793286,1808873
152,ADRA2C,4,3766348,3768526
6286,S100P,4,6693821,6697171
1816,DRD5,4,9781387,9784012
683,BST1,4,15702993,15775614
55300,PI4K2B,4,25160663,25280542
886,CCKAR,4,26481396,26490484
55584,CHRNA9,4,40335302,40355303
386617,KCTD8,4,44173903,44448930
2565,GABRG1,4,46035769,46124089
2555,GABRA2,4,46243548,46475230
2557,GABRA4,4,46918900,46993590
2560,GABRB1,4,46993723,47428254
7294,TXK,4,48063158,48134265
5156,PDGFRA,4,54229130,54298246
3815,KIT,4,54657267,54740783
3791,KDR,4,55078144,55125623
79644,SRD5A3,4,55346073,55373100
5471,PPAT,4,56393362,56436038
10606,PAICS,4,56435058,56464578
2044,EPHA5,4,65319563,65670528
2798,GNRHR,4,67737118,67754403
6783,SULT1E1,4,69822203,69861075
1633,DCK,4,70992538,71030914
213,ALB,4,73397114,73426607
5311,PKD2,4,88007586,88077777
9429,ABCG2,4,88088127,88231818
2895,GRID2,4,92303966,93810157
27306,HPGDS,4,94298507,94342876
124,ADH1A,4,99275958,99291552
125,ADH1B,4,99304971,99321659
126,ADH1C,4,99336093,99382896
4547,MTTP,4,99564081,99623997
5530,PPP3CA,4,101023409,101348278
4790,NFKB1,4,102500911,102617302
2028,ENPEP,4,110365733,110565286
8654,PDE5A,4,119494397,119629259
3558,IL2,4,122451470,122456725
10733,PLK4,4,127880890,127899224
23657,SLC7A11,4,138164097,138242541
1909,EDNRA,4,147480769,147544954
4306,NR3C2,4,148078762,148445549
5188,GATB,4,151670053,151761038
9227,LRAT,4,154626945,154753158
4887,NPY2R,4,155208627,155217078
2982,GUCY1A3,4,155666697,155737059
2983,GUCY1B3,4,155758988,155807811
2743,GLRB,4,157076094,157172097
2891,GRIA2,4,157204182,157387146
4886,NPY1R,4,163323085,163344852
1182,CLCN3,4,169612438,169723673
51166,AADAT,4,170059663,170091699
8001,GLRA3,4,174636920,174829247
2180,ACSL1,4,184755501,184826853
291,SLC25A4,4,185143233,185150393
4543,MTNR1A,4,186526792,186555567
6389,SDHA,5,218206,257084
7015,TERT,5,1253147,1295086
6531,SLC6A3,5,1392794,1445514
6715,SRD5A1,5,6633290,6676539
108,ADCY2,5,7395681,7830638
4552,MTRR,5,7851186,7906025
64902,AGXT2,5,34997427,35048240
133688,UGT3A1,5,35951006,36001028
6507,SLC1A3,5,36596584,36688335
5734,PTGER4,5,40679441,40693753
5562,PRKAA1,5,40759389,40798374
5019,OXCT1,5,41729460,41870590
348980,HCN1,5,45254948,45696498
5144,PDE4D,5,58969038,60522120
3350,HTR1A,5,63957874,63962507
64087,MCCC2,5,71579531,71658706
3156,HMGCR,5,75336329,75364241
2149,F2R,5,76715820,76735770
8622,PDE8B,5,77210449,77428737
23743,BHMT2,5,79069542,79090084
635,BHMT,5,79111803,79132291
1719,DHFR,5,80626226,80655002
1160,CKMT2,5,81232673,81266400
1462,VCAN,5,83471618,83585130
1404,HAPLN1,5,83637805,83723528
1350,COX7C,5,86617884,86621645
1105,CHD1,5,98853985,98929627
83942,TSSK1B,5,113432553,113434989
3781,KCNN2,5,114055926,114496500
1036,CDO1,5,115804733,115816820
3295,HSD17B4,5,119452465,119637199
5480,PPIC,5,123022052,123036727
6558,SLC12A2,5,128083165,128189687
3094,HINT1,5,131155383,131224468
3562,IL3,5,132060655,132063204
8974,P4HA2,5,132190094,132295315
3567,IL5,5,132541444,132556838
819,CAMLG,5,134737608,134752705
347732,CATSPER3,5,134967907,135011696
57113,TRPC7,5,136212745,136365545
9963,SLC23A1,5,139366642,139385495
8841,HDAC3,5,141620766,141637304
2246,FGF1,5,142592163,142698070
2908,NR3C1,5,143277931,143435512
57528,KCTD16,5,144170844,144485686
3360,HTR4,5,148446042,148677235
154,ADRB2,5,148826611,148828623
5145,PDE6A,5,149857953,149945287
1436,CSF1R,5,150053291,150113372
5159,PDGFRB,5,150113839,150186363
6534,SLC6A7,5,150190041,150222788
153201,SLC36A2,5,151314972,151347602
206358,SLC36A1,5,151437046,151525119
475,ATOX1,5,151728919,151772532
2741,GLRA1,5,151822513,151924851
2890,GRIA1,5,153489615,153813869
3702,ITK,5,157142933,157255185
147,ADRA1B,5,159865080,159973012
2172,FABP6,5,160187363,160238735
2561,GABRB2,5,161288418,161549044
2559,GABRA6,5,161547063,161702593
2554,GABRA1,5,161847063,161899981
2566,GABRG2,5,162000057,162162977
3161,HMMR,5,163460203,163491945
3779,KCNMB1,5,170364749,170480428
2568,GABRP,5,170763350,170814047
6793,STK10,5,172042079,172188411
1812,DRD1,5,175440027,175444794
3274,HRH2,5,175657677,175710756
2264,FGFR4,5,177086456,177098156
2161,F12,5,177402133,177416583
85007,PHYKPL,5,178207127,178233208
2916,GRM6,5,178977587,178996206
2324,FLT4,5,180601506,180649634
4835,NQO2,6,2987987,3022745
7280,TUBB2A,6,3153497,3157553
347733,TUBB2B,6,3223324,3231730
23408,SIRT5,6,13512411,13615158
7172,TPMT,6,18128311,18155348
7915,ALDH5A1,6,24494788,24544150
2550,GABBR1,6,29552554,29633976
203068,TUBB,6,30717435,30725538
780,DDR1,6,30876421,30900978
7124,TNF,6,31575558,31578336
23564,DDAH2,6,31726586,31730617
3303,HSPA1A,6,31815543,31817994
4758,NEU1,6,31857063,31862905
177,AGER,6,32180963,32184365
5696,PSMB8,6,32840717,32844679
5698,PSMB9,6,32844136,32882881
6257,RXRB,6,33193585,33200693
3710,ITPR3,6,33620331,33696575
2914,GRM4,6,34018643,34155622
5467,PPARD,6,35342530,35428193
5292,PIM1,6,37170152,37175428
2739,GLO1,6,38675925,38703178
2740,GLP1R,6,39048562,39091303
7422,VEGFA,6,43770184,43786487
2030,SLC29A1,6,44219245,44243425
57505,AARS2,6,44298726,44313376
4594,MUT,6,49430360,49463321
2729,GCLC,6,53497341,53616970
51557,LGSN,6,63275951,63321823
56479,KCNQ5,6,72621623,73198853
3351,HTR1B,6,77460924,77463491
4907,NT5E,6,85449584,85547684
3354,HTR1E,6,86936662,87019942
375519,GJB7,6,87282980,87329278
1268,CNR1,6,88139863,88167364
84694,GJA10,6,89894469,89921760
2045,EPHA7,6,93240010,93419687
2898,GRIK2,6,100962701,102081622
5550,PREP,6,105273218,105454062
262,AMD1,6,110874770,110898879
2534,FYN,6,111660332,111873479
51175,TUBE1,6,112070660,112087569
3066,HDAC2,6,113923388,114011308
2444,FRK,6,115931149,116061093
222545,GPRC6A,6,116792085,116829083
2697,GJA1,6,121435577,121449739
383,ARG1,6,131470832,131584332
5167,ENPP1,6,131807993,131895160
134864,TAAR1,6,132643312,132659207
6446,SGK1,6,134169248,134318117
27115,PDE7B,6,135851587,136195574
100126572,GJE1,6,142132925,142135358
2911,GRM1,6,146027646,146437601
2099,ESR1,6,151651284,152129619
4988,OPRM1,6,154010496,154246867
39,ACAT2,6,159761445,159788182
4018,LPA,6,160531482,160664276
5340,PLG,6,160702105,160754469
10846,PDE10A,6,165327287,165988117
5689,PSMB1,6,170428569,170553327
2852,GPER1,7,1082208,1094516
222962,SLC29A4,7,5274369,5307194
5879,RAC1,7,6374098,6404016
221955,DAGLB,7,6406395,6484190
196,AHR,7,16916359,17346152
9734,HDAC9,7,18086588,19002416
3569,IL6,7,22725884,22732002
1395,CRHR2,7,30651444,30700129
358,AQP1,7,30910755,30925517
5137,PDE1C,7,31615753,32428131
5683,PSMA2,7,42916828,42932223
644,BLVRA,7,43758009,43808868
2645,GCK,7,44143213,44198170
29881,NPC1L1,7,44512442,44541330
4967,OGDH,7,44606496,44710116
5478,PPIA,7,44796620,44824564
107,ADCY1,7,45574140,45723126
1644,DDC,7,50458436,50565468
1956,EGFR,7,55018820,55211628
154807,VKORC1L1,7,65873069,65959563
435,ASL,7,66075800,66094697
2006,ELN,7,74027773,74069909
3984,LIMK1,7,74082933,74122527
653361,NCF1,7,74773975,74790135
5447,POR,7,75899200,75986855
3315,HSPB1,7,76302666,76305813
781,CACNA2D1,7,81946444,82444194
2913,GRM3,7,86643903,86864884
54677,CROT,7,87317127,87399800
5243,ABCB1,7,87501989,87713379
1595,CYP51A1,7,92084502,92134803
1021,CDK6,7,92604921,92837004
5444,PON1,7,95297108,95325949
10165,SLC25A13,7,96120218,96322181
440,ASNS,7,97850162,97893143
1577,CYP3A5,7,99647442,99680043
1551,CYP3A7,7,99704105,99735196
1576,CYP3A4,7,99756954,99784327
64816,CYP3A43,7,99827922,99867801
349149,GJC3,7,99923266,99929620
2050,EPHB4,7,100802563,100827584
43,ACHE,7,100889993,100897022
8985,PLOD3,7,101205977,101219968
5294,PIK3CG,7,106865278,106908980
1738,DLD,7,107891136,107931730
4233,MET,7,116672051,116798391
1080,CFTR,7,117287120,117715971
3751,KCND2,7,120272812,120750337
10157,AASS,7,122064583,122144489
6561,SLC13A1,7,123113531,123200047
2918,GRM8,7,126437159,127253093
3614,IMPDH1,7,128392277,128410009
6608,SMO,7,129188501,129213546
231,AKR1B1,7,134441789,134459284
57016,AKR1B10,7,134527475,134541903
1129,CHRM2,7,136868593,137020255
6718,AKR1D1,7,138002324,138118306
6916,TBXAS1,7,139777051,140020325
673,BRAF,7,140719327,140925199
8972,MGAM,7,141907813,142106747
5644,PRSS1,7,142749468,142753072
2051,EPHB6,7,142854809,142872810
56302,TRPV5,7,142904277,142933746
1180,CLCN1,7,143316111,143353744
2041,EPHA1,7,143390289,143408880
27010,TPK1,7,144451941,144836419
26,AOC1,7,150824627,150872465
3757,KCNH2,7,150944064,150978394
4846,NOS3,7,150991017,151015653
9311,ASIC3,7,151048292,151052756
51422,PRKAG2,7,151556010,151877563
3361,HTR5A,7,155070319,155087392
640,BLK,8,11486894,11564599
4023,LPL,8,19901717,19967653
6570,SLC18A1,8,20144186,20183206
10863,ADAM28,8,24294013,24359014
2796,GNRH1,8,25419258,25424654
148,ADRA1A,8,26748123,26867380
2185,PTK2B,8,27311456,27459392
1135,CHRNA2,8,27459756,27479883
2936,GSR,8,30678061,30727977
11212,PROSC,8,37762580,37782218
155,ADRB3,8,37962990,37966614
2260,FGFR1,8,38400215,38468834
3620,IDO1,8,39902275,39928888
5327,PLAT,8,42174718,42207709
3551,IKBKB,8,42271302,42332460
5423,POLB,8,42338454,42373513
1142,CHRNB3,8,42697341,42738553
8973,CHRNA6,8,42752620,42796392
2339,FNTA,8,43034194,43085793
5591,PRKDC,8,47772970,47960182
4986,OPRK1,8,53225724,53251740
4067,LYN,8,55879797,56014169
1581,CYP7A1,8,58490174,58500164
767,CA8,8,60185412,60281573
444,ASPH,8,61491715,61714822
5150,PDE7A,8,65714334,65842573
8989,TRPA1,8,72019608,72089998
9312,KCNB2,8,72537220,72938349
5569,PKIA,8,78516303,78605267
2167,FABP4,8,81474792,81483243
377677,CA13,8,85220587,85312091
759,CA1,8,85327608,85379014
761,CA3,8,85373436,85449045
760,CA2,8,85463860,85481493
10404,PGCP,8,96644982,97152036
10247,HRSP12,8,98085179,98117206
3788,KCNS2,8,98426870,98433657
1345,COX6C,8,99870615,99893762
50484,RRM2B,8,102204502,102239382
7201,TRHR,8,109086585,109121565
27012,KCNV1,8,109963612,109975781
6713,SQLE,8,124998467,125022294
3786,KCNQ3,8,132120861,132481095
51305,KCNK9,8,139600838,139704146
1584,CYP11B1,8,142871305,142880000
1585,CYP11B2,8,142910424,142917943
116447,TOP1MT,8,143301453,143359979
65263,PYCRL,8,143603210,143609773
26873,OPLAH,8,144051265,144064091
8694,DGAT1,8,144314584,144326916
2875,GPT,8,144502608,144507494
169522,KCNV2,9,2717510,2730037
6505,SLC1A1,9,4490207,4587469
3717,JAK2,9,4984390,5129950
7010,TEK,9,27109030,27232092
10280,SIGMAR1,9,34631716,34637844
768,CA9,9,35673898,35681159
80036,TRPM3,9,70529060,71446977
216,ALDH1A1,9,72887945,73080453
301,ANXA1,9,73148874,73170691
6096,RORB,9,74497329,74693177
55312,RFK,9,76385517,76394536
29968,PSAT1,9,78297094,78356024
4915,NTRK2,9,84668375,85096069
1514,CTSL,9,87724051,87731469
2203,FBP1,9,94601143,94640323
9568,GABBR2,9,98288087,98709739
116443,GRIN3A,9,101569352,101738654
5535,PPP3R2,9,101591604,101595021
19,ABCA1,9,104781006,104928248
7357,UGCG,9,111896772,111935384
210,ALAD,9,113386304,113401356
54107,POLE3,9,113407232,113410723
5004,ORM1,9,114322951,114326970
5005,ORM2,9,114329777,114333741
7099,TLR4,9,117704170,117724735
5742,PTGS1,9,122370530,122395877
5695,PSMB7,9,124352999,124415476
3309,HSPA5,9,125234740,125261715
2356,FPGS,9,127794597,127815065
1384,CRAT,9,129092813,129111313
445,ASS1,9,130443282,130502361
25,ABL1,9,130713043,130887675
1621,DBH,9,133634456,133659329
6256,RXRA,9,134317098,134440585
2902,GRIN1,9,137138346,137168765
10383,TUBB4B,9,137241278,137243713
774,CACNA1B,9,137877782,138124624
347688,TUBB8,10,46888,74163
1645,AKR1C1,10,4944110,4983283
1646,AKR1C2,10,4969796,5018031
8644,AKR1C3,10,5035354,5108244
5588,PRKCQ,10,6427136,6580855
509,ATP5C1,10,7788092,7807911
57118,CAMK1D,10,12349513,12835545
1787,TRDMT1,10,17137336,17202054
783,CACNB2,10,18140322,18543557
2572,GAD2,10,26216251,26304558
219770,GJD4,10,35605341,35608935
5979,RET,10,43077026,43130351
240,ALOX5,10,45374150,45446121
5949,RBP3,10,47348363,47357881
1103,CHAT,10,49609095,49667942
5033,P4HA1,10,73005811,73097108
818,CAMK2G,10,73812501,73874641
5328,PLAU,10,73909177,73917501
132,ADK,10,74151185,74709963
3778,KCNMA1,10,76869601,77638908
10105,PPIF,10,79347461,79355350
2894,GRID1,10,85599552,86366809
2746,GLUD1,10,87050202,87095405
8513,LIPF,10,88664441,88678814
3363,HTR7,10,90740805,90858218
3416,IDE,10,92451684,92574096
338557,FFAR4,10,93566653,93605840
5146,PDE6C,10,93612533,93666010
1562,CYP2C18,10,94682860,94736241
1557,CYP2C19,10,94762536,94922264
1559,CYP2C9,10,94938544,94990149
1558,CYP2C8,10,95034359,95069603
5832,ALDH18A1,10,95605937,95656885
55361,PI4K2A,10,97640669,97676814
2805,GOT1,10,99396869,99431465
1147,CHUK,10,100188299,100229611
9033,PKD2L1,10,100288149,100330264
4791,NFKB2,10,102394110,102402529
1586,CYP17A1,10,102830460,102837506
22978,NT5C2,10,103086478,103277622
150,ADRA2A,10,111077029,111080907
3026,HABP2,10,113550837,113592878
153,ADRB1,10,114043866,114046904
5406,PNLIP,10,116545931,116567855
338567,KCNK18,10,117196957,117210752
6571,SLC18A2,10,117240830,117279431
2263,FGFR2,10,121478331,121598770
36,ACADSB,10,123008972,123058300
5791,PTPRE,10,127906800,128085856
4255,MGMT,10,129466679,129770983
50632,CALY,10,133324072,133336980
1571,CYP2E1,10,133520406,133561220
1815,DRD4,11,637269,640706
79751,SLC25A22,11,790474,798321
4583,MUC2,11,1074875,1110511
440021,KRTAP5-2,11,1597177,1598294
3630,INS,11,2159779,2161221
7054,TH,11,2163929,2171968
3784,KCNQ1,11,2444654,2849105
833,CARS,11,3000920,3057646
57053,CHRNA10,11,3665587,3671384
6240,RRM1,11,4094707,4140686
887,CCKBR,11,6259698,6272127
6609,SMPD1,11,6390381,6394998
5682,PSMA1,11,14504211,14643635
5140,PDE3B,11,14643663,14874657
3767,KCNJ11,11,17364082,17389364
6833,ABCC8,11,17392498,17476894
3746,KCNC1,11,17734724,17856811
7166,TPH1,11,18017555,18046269
3939,LDHA,11,18394347,18408425
259249,MRGPRX1,11,18933499,18939414
8424,BBOX1,11,27040698,27186650
3739,KCNA4,11,30008122,30017043
847,CAT,11,34438709,34472061
960,CD44,11,35138721,35232402
